week_start_date,product_id,product_name,brand,category,pack_size_ml,unit_price,store_id,store_name,region,city,store_format,opening_stock,units_received,units_sold,closing_stock,stockout_flag,revenue,promotion_flag,promotion_type,discount_pct
2024-01-01,BEV001,Product 1,Brand 2,Juice,500,47,STR031,Store 31,North,Rileyburgh,Supermarket,317,90,146,261,False,6862.0,False,,0.0
2024-01-01,BEV001,Product 1,Brand 2,Juice,500,47,STR032,Store 32,South,Port Jacob,Wholesale,284,107,131,260,False,6157.0,False,,0.0
2024-01-01,BEV001,Product 1,Brand 2,Juice,500,47,STR033,Store 33,South,New Isabella,Convenience,278,40,127,191,False,5969.0,False,,0.0
2024-01-01,BEV001,Product 1,Brand 2,Juice,500,47,STR034,Store 34,West,Katietown,Hypermarket,166,113,68,211,False,3196.0,False,,0.0
2024-01-01,BEV001,Product 1,Brand 2,Juice,500,47,STR035,Store 35,East,New April,Hypermarket,320,156,122,354,False,5734.0,False,,0.0
2024-01-01,BEV001,Product 1,Brand 2,Juice,500,47,STR036,Store 36,North,West Rebeccatown,Wholesale,267,70,163,174,False,5669.14,True,Bundle,0.26
2024-01-01,BEV001,Product 1,Brand 2,Juice,500,47,STR037,Store 37,East,Christopherfurt,Convenience,267,53,100,220,False,4700.0,False,,0.0
2024-01-01,BEV001,Product 1,Brand 2,Juice,500,47,STR038,Store 38,North,East Courtney,Hypermarket,361,163,50,474,False,2350.0,False,,0.0
2024-01-01,BEV001,Product 1,Brand 2,Juice,500,47,STR039,Store 39,South,Port Elizabeth,Wholesale,393,56,157,292,False,6419.73,True,Bundle,0.13
2024-01-01,BEV001,Product 1,Brand 2,Juice,500,47,STR040,Store 40,North,Whitefurt,Supermarket,296,46,45,297,False,2115.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR001,Store 1,West,East Nichole,Hypermarket,129,135,119,145,False,3854.41,True,Display,0.21
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR002,Store 2,South,New Sharon,Convenience,176,153,124,205,False,5084.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR003,Store 3,North,Timothybury,Supermarket,253,114,76,291,False,3116.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR004,Store 4,South,Waltertown,Supermarket,151,182,131,202,False,5371.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR005,Store 5,East,Loristad,Hypermarket,200,191,102,289,False,4182.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR006,Store 6,East,North Johnton,Hypermarket,128,163,68,223,False,2788.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR007,Store 7,East,Mendozaview,Wholesale,394,153,106,441,False,4346.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR008,Store 8,South,West Michele,Convenience,303,186,140,349,False,5740.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR009,Store 9,North,Riosfurt,Hypermarket,327,95,76,346,False,3116.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR010,Store 10,West,South Rhondaborough,Supermarket,174,87,61,200,False,2501.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR011,Store 11,East,Gregoryburgh,Wholesale,340,54,62,332,False,2542.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR012,Store 12,East,North Jessicachester,Supermarket,382,22,87,317,False,3567.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR013,Store 13,South,Keithstad,Convenience,102,103,103,102,False,4223.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR014,Store 14,West,West Crystalside,Convenience,248,166,41,373,False,1681.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR015,Store 15,South,South Carol,Hypermarket,248,143,97,294,False,3977.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR016,Store 16,North,New Andrea,Wholesale,206,50,75,181,False,3075.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR017,Store 17,South,Wendyfort,Convenience,393,196,46,543,False,1886.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR018,Store 18,West,Harrellview,Wholesale,124,63,97,90,False,3977.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR019,Store 19,West,Kristiland,Hypermarket,146,191,42,295,False,1722.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR020,Store 20,South,New Jessicaberg,Wholesale,208,156,95,269,False,3895.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR021,Store 21,South,Smithside,Hypermarket,251,129,101,279,False,4141.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR022,Store 22,East,Caitlinland,Wholesale,254,33,86,201,False,3526.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR023,Store 23,South,Andersonland,Convenience,268,159,69,358,False,2829.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR024,Store 24,East,Port Patriciabury,Hypermarket,202,80,97,185,False,3977.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR025,Store 25,South,Johnfort,Hypermarket,135,115,105,145,False,4305.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR026,Store 26,North,New Davidfort,Wholesale,379,192,65,506,False,1918.8,True,BOGO,0.28
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR027,Store 27,East,Wesleystad,Convenience,122,52,82,92,False,3362.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR028,Store 28,East,Thomasmouth,Hypermarket,144,79,46,177,False,1886.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR029,Store 29,East,New Kenneth,Hypermarket,145,99,71,173,False,2911.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR030,Store 30,West,Jasonland,Hypermarket,109,181,92,198,False,3772.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR031,Store 31,North,Rileyburgh,Supermarket,243,93,205,131,False,7984.75,True,BOGO,0.05
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR032,Store 32,South,Port Jacob,Wholesale,327,118,64,381,False,2624.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR033,Store 33,South,New Isabella,Convenience,366,68,127,307,False,5207.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR034,Store 34,West,Katietown,Hypermarket,359,134,44,449,False,1804.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR035,Store 35,East,New April,Hypermarket,266,26,157,135,False,5085.23,True,Price Cut,0.21
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR036,Store 36,North,West Rebeccatown,Wholesale,381,192,124,449,False,5084.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR037,Store 37,East,Christopherfurt,Convenience,164,102,148,118,False,4429.64,True,Price Cut,0.27
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR038,Store 38,North,East Courtney,Hypermarket,212,56,80,188,False,3280.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR039,Store 39,South,Port Elizabeth,Wholesale,357,22,146,233,False,5986.0,False,,0.0
2024-01-01,BEV002,Product 2,Brand 3,Juice,500,41,STR040,Store 40,North,Whitefurt,Supermarket,113,112,72,153,False,2952.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR001,Store 1,West,East Nichole,Hypermarket,369,31,111,289,False,1782.66,True,Display,0.27
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR002,Store 2,South,New Sharon,Convenience,204,54,82,176,False,1316.92,True,Price Cut,0.27
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR003,Store 3,North,Timothybury,Supermarket,385,81,59,407,False,1298.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR004,Store 4,South,Waltertown,Supermarket,271,135,106,300,False,2332.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR005,Store 5,East,Loristad,Hypermarket,186,118,144,160,False,3168.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR006,Store 6,East,North Johnton,Hypermarket,357,23,133,247,False,2926.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR007,Store 7,East,Mendozaview,Wholesale,189,69,48,210,False,1056.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR008,Store 8,South,West Michele,Convenience,175,57,137,95,False,3014.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR009,Store 9,North,Riosfurt,Hypermarket,294,45,40,299,False,880.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR010,Store 10,West,South Rhondaborough,Supermarket,216,34,100,150,False,2200.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR011,Store 11,East,Gregoryburgh,Wholesale,360,150,86,424,False,1892.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR012,Store 12,East,North Jessicachester,Supermarket,218,101,93,226,False,1534.5,True,Price Cut,0.25
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR013,Store 13,South,Keithstad,Convenience,337,199,67,469,False,1474.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR014,Store 14,West,West Crystalside,Convenience,296,161,94,363,False,2068.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR015,Store 15,South,South Carol,Hypermarket,353,122,64,411,False,1154.56,True,Price Cut,0.18
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR016,Store 16,North,New Andrea,Wholesale,160,177,112,225,False,2464.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR017,Store 17,South,Wendyfort,Convenience,181,131,139,173,False,2140.6,True,BOGO,0.3
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR018,Store 18,West,Harrellview,Wholesale,211,177,109,279,False,1918.4,True,Display,0.2
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR019,Store 19,West,Kristiland,Hypermarket,272,49,92,229,False,2024.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR020,Store 20,South,New Jessicaberg,Wholesale,286,132,143,275,False,3146.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR021,Store 21,South,Smithside,Hypermarket,122,54,111,65,False,2442.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR022,Store 22,East,Caitlinland,Wholesale,159,169,179,149,False,3150.4,True,Display,0.2
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR023,Store 23,South,Andersonland,Convenience,248,156,132,272,False,2904.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR024,Store 24,East,Port Patriciabury,Hypermarket,271,149,147,273,False,3234.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR025,Store 25,South,Johnfort,Hypermarket,248,150,141,257,False,3102.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR026,Store 26,North,New Davidfort,Wholesale,154,93,225,22,False,4653.0,True,Price Cut,0.06
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR027,Store 27,East,Wesleystad,Convenience,130,79,78,131,False,1716.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR028,Store 28,East,Thomasmouth,Hypermarket,297,74,91,280,False,2002.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR029,Store 29,East,New Kenneth,Hypermarket,121,61,111,71,False,2442.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR030,Store 30,West,Jasonland,Hypermarket,287,38,129,196,False,2327.16,True,Price Cut,0.18
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR031,Store 31,North,Rileyburgh,Supermarket,188,179,52,315,False,1144.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR032,Store 32,South,Port Jacob,Wholesale,100,133,74,159,False,1628.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR033,Store 33,South,New Isabella,Convenience,196,33,52,177,False,1144.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR034,Store 34,West,Katietown,Hypermarket,351,34,50,335,False,1100.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR035,Store 35,East,New April,Hypermarket,248,111,209,150,False,3632.42,True,BOGO,0.21
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR036,Store 36,North,West Rebeccatown,Wholesale,176,45,88,133,False,1936.0,False,,0.0
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR037,Store 37,East,Christopherfurt,Convenience,145,31,144,32,False,2819.52,True,Price Cut,0.11
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR038,Store 38,North,East Courtney,Hypermarket,398,167,100,465,False,1958.0,True,Price Cut,0.11
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR039,Store 39,South,Port Elizabeth,Wholesale,359,171,200,330,False,4180.0,True,Bundle,0.05
2024-01-01,BEV003,Product 3,Brand 4,Dairy,500,22,STR040,Store 40,North,Whitefurt,Supermarket,276,144,120,300,False,2640.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR001,Store 1,West,East Nichole,Hypermarket,276,116,126,266,False,10204.74,True,Display,0.09
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR002,Store 2,South,New Sharon,Convenience,100,95,92,103,False,8188.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR003,Store 3,North,Timothybury,Supermarket,134,60,66,128,False,5874.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR004,Store 4,South,Waltertown,Supermarket,264,137,112,289,False,7376.32,True,Price Cut,0.26
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR005,Store 5,East,Loristad,Hypermarket,136,40,106,70,False,9434.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR006,Store 6,East,North Johnton,Hypermarket,207,69,141,135,False,12549.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR007,Store 7,East,Mendozaview,Wholesale,322,71,133,260,False,11837.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR008,Store 8,South,West Michele,Convenience,265,37,75,227,False,6675.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR009,Store 9,North,Riosfurt,Hypermarket,337,122,67,392,False,5963.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR010,Store 10,West,South Rhondaborough,Supermarket,157,61,113,105,False,10057.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR011,Store 11,East,Gregoryburgh,Wholesale,113,187,108,192,False,9612.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR012,Store 12,East,North Jessicachester,Supermarket,284,95,125,254,False,9901.25,True,Display,0.11
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR013,Store 13,South,Keithstad,Convenience,387,127,103,411,False,9167.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR014,Store 14,West,West Crystalside,Convenience,273,190,90,373,False,8010.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR015,Store 15,South,South Carol,Hypermarket,380,166,124,422,False,11036.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR016,Store 16,North,New Andrea,Wholesale,178,85,47,216,False,4183.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR017,Store 17,South,Wendyfort,Convenience,266,127,76,317,False,6764.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR018,Store 18,West,Harrellview,Wholesale,178,93,93,178,False,8277.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR019,Store 19,West,Kristiland,Hypermarket,267,130,91,306,False,6965.14,True,Price Cut,0.14
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR020,Store 20,South,New Jessicaberg,Wholesale,269,108,132,245,False,11748.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR021,Store 21,South,Smithside,Hypermarket,305,89,101,293,False,8989.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR022,Store 22,East,Caitlinland,Wholesale,181,30,60,151,False,5340.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR023,Store 23,South,Andersonland,Convenience,225,101,147,179,False,13083.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR024,Store 24,East,Port Patriciabury,Hypermarket,235,24,144,115,False,12816.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR025,Store 25,South,Johnfort,Hypermarket,296,153,120,329,False,10680.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR026,Store 26,North,New Davidfort,Wholesale,100,80,69,111,False,5097.03,True,Bundle,0.17
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR027,Store 27,East,Wesleystad,Convenience,368,70,86,352,False,7654.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR028,Store 28,East,Thomasmouth,Hypermarket,358,189,115,432,False,10235.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR029,Store 29,East,New Kenneth,Hypermarket,353,81,132,302,False,11748.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR030,Store 30,West,Jasonland,Hypermarket,355,67,149,273,False,13261.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR031,Store 31,North,Rileyburgh,Supermarket,195,163,102,256,False,9078.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR032,Store 32,South,Port Jacob,Wholesale,366,132,120,378,False,10680.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR033,Store 33,South,New Isabella,Convenience,212,87,89,210,False,7921.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR034,Store 34,West,Katietown,Hypermarket,395,107,51,451,False,4539.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR035,Store 35,East,New April,Hypermarket,314,78,72,320,False,4677.84,True,Price Cut,0.27
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR036,Store 36,North,West Rebeccatown,Wholesale,133,77,70,140,False,6230.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR037,Store 37,East,Christopherfurt,Convenience,361,27,113,275,False,10057.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR038,Store 38,North,East Courtney,Hypermarket,383,171,70,484,False,6230.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR039,Store 39,South,Port Elizabeth,Wholesale,203,127,67,263,False,5963.0,False,,0.0
2024-01-01,BEV004,Product 4,Brand 5,Juice,500,89,STR040,Store 40,North,Whitefurt,Supermarket,223,112,124,211,False,9601.32,True,BOGO,0.13
2024-01-01,BEV005,Product 5,Brand 1,Carbonated,500,106,STR001,Store 1,West,East Nichole,Hypermarket,313,34,105,242,False,11130.0,False,,0.0
2024-01-01,BEV005,Product 5,Brand 1,Carbonated,500,106,STR002,Store 2,South,New Sharon,Convenience,204,138,210,132,False,20479.2,True,BOGO,0.08
2024-01-01,BEV005,Product 5,Brand 1,Carbonated,500,106,STR003,Store 3,North,Timothybury,Supermarket,125,132,142,115,False,15052.0,False,,0.0
2024-01-01,BEV005,Product 5,Brand 1,Carbonated,500,106,STR004,Store 4,South,Waltertown,Supermarket,182,65,133,114,False,14098.0,False,,0.0
2024-01-01,BEV005,Product 5,Brand 1,Carbonated,500,106,STR005,Store 5,East,Loristad,Hypermarket,279,117,55,341,False,5830.0,False,,0.0
2024-01-01,BEV005,Product 5,Brand 1,Carbonated,500,106,STR006,Store 6,East,North Johnton,Hypermarket,122,98,58,162,False,6148.0,False,,0.0
2024-01-01,BEV005,Product 5,Brand 1,Carbonated,500,106,STR007,Store 7,East,Mendozaview,Wholesale,396,20,61,355,False,6466.0,False,,0.0
2024-01-01,BEV005,Product 5,Brand 1,Carbonated,500,106,STR008,Store 8,South,West Michele,Convenience,351,83,123,311,False,13038.0,False,,0.0
2024-01-01,BEV005,Product 5,Brand 1,Carbonated,500,106,STR009,Store 9,North,Riosfurt,Hypermarket,109,42,107,44,False,11342.0,False,,0.0
2024-01-01,BEV005,Product 5,Brand 1,Carbonated,500,106,STR010,Store 10,West,South Rhondaborough,Supermarket,231,130,78,283,False,8268.0,False,,0.0
2024-01-01,BEV005,Product 5,Brand 1,Carbonated,500,106,STR011,Store 11,East,Gregoryburgh,Wholesale,239,176,108,307,False,11448.0,False,,0.0
2024-01-01,BEV005,Product 5,Brand 1,Carbonated,500,106,STR012,Store 12,East,North Jessicachester,Supermarket,115,166,82,199,False,8692.0,False,,0.0
2024-01-01,BEV005,Product 5,Brand 1,Carbonated,500,106,STR013,Store 13,South,Keithstad,Convenience,204,33,44,193,False,4664.0,False,,0.0
2024-01-01,BEV005,Product 5,Brand 1,Carbonated,500,106,STR014,Store 14,West,West Crystalside,Convenience,241,176,122,295,False,12932.0,False,,0.0
2024-01-01,BEV005,Product 5,Brand 1,Carbonated,500,106,STR015,Store 15,South,South Carol,Hypermarket,150,198,148,200,False,15688.0,False,,0.0
2024-01-01,BEV005,Product 5,Brand 1,Carbonated,500,106,STR016,Store 16,North,New Andrea,Wholesale,230,127,55,302,False,5830.0,False,,0.0
